SaleID,SaleDate,CustomerID,ProductID,Quantity,UnitPrice,TotalAmount,Region
518,2024-02-02,41,9,6,1057.98,6347.88,North
519,2024-11-28,71,3,5,2346.24,11731.2,Central
520,2024-02-20,41,3,2,2346.24,4692.48,East
521,2024-10-03,41,9,9,1057.98,9521.82,Central
522,2024-11-20,43,1,7,349.88,2449.16,West
523,2024-11-20,63,12,2,2154.78,4309.56,North
524,2024-06-29,42,9,4,1057.98,4231.92,East
525,2024-02-10,18,7,6,2617.54,15705.24,North
526,2024-06-20,41,8,7,1125.89,7881.23,North
527,2024-06-10,83,11,7,1149.56,8046.92,West
528,2024-07-26,70,13,5,357.54,1787.7,East
529,2024-01-02,63,14,7,1021.0,7147.0,East
530,2024-03-28,33,12,1,2154.78,2154.78,East
531,2024-09-28,32,14,4,1021.0,4084.0,Central
532,2024-03-29,6,9,8,1057.98,8463.84,Central
533,2024-11-01,72,15,4,2404.15,9616.6,North
534,2024-06-28,99,12,4,2154.78,8619.12,South
535,2024-09-14,51,11,1,1149.56,1149.56,West
536,2024-07-01,7,15,6,2404.15,14424.9,South
537,2024-10-10,67,13,8,357.54,2860.32,West
538,2024-02-04,83,5,7,996.71,6976.97,North
539,2024-01-31,93,10,9,2510.69,22596.21,South
540,2024-09-21,54,6,4,1900.29,7601.16,South
541,2024-01-05,74,2,4,1449.1,5796.4,West
542,2024-11-26,56,7,9,2617.54,23557.86,West
543,2024-10-25,29,12,10,2154.78,21547.8,West
544,2024-01-25,99,1,9,349.88,3148.92,North
545,2024-09-09,2,3,8,2346.24,18769.92,Central
546,2024-03-19,60,10,2,2510.69,5021.38,Central
547,2024-07-15,49,1,9,349.88,3148.92,Central
548,2024-01-24,17,14,6,1021.0,6126.0,South
549,2024-04-01,61,1,10,349.88,3498.8,Central
550,2024-10-05,1,12,8,2154.78,17238.24,North
551,2024-12-11,18,9,1,1057.98,1057.98,Central
552,2024-03-04,75,3,10,2346.24,23462.4,East
553,2024-12-01,92,6,3,1900.29,5700.87,East
554,2024-07-13,4,9,1,1057.98,1057.98,North
555,2024-02-01,68,8,6,1125.89,6755.34,South
556,2024-12-13,35,6,10,1900.29,19002.9,West
557,2024-02-29,14,10,9,2510.69,22596.21,South
558,2024-12-17,53,4,5,192.66,963.3,North
559,2024-09-01,49,11,5,1149.56,5747.8,South
560,2024-04-08,67,14,7,1021.0,7147.0,South
561,2024-10-29,53,4,2,192.66,385.32,West
562,2024-10-03,92,7,5,2617.54,13087.7,South
563,2024-03-07,68,15,8,2404.15,19233.2,South
564,2024-05-11,30,8,4,1125.89,4503.56,North
565,2024-03-31,41,9,5,1057.98,5289.9,West
566,2024-04-09,15,11,2,1149.56,2299.12,Central
567,2024-09-21,98,15,2,2404.15,4808.3,Central
568,2024-09-13,9,5,4,996.71,3986.84,Central
569,2024-04-01,60,11,5,1149.56,5747.8,South
570,2024-10-18,81,14,8,1021.0,8168.0,South
571,2024-04-15,44,2,8,1449.1,11592.8,East
572,2024-08-04,34,7,4,2617.54,10470.16,North
573,2024-09-15,22,9,6,1057.98,6347.88,West
574,2024-01-01,12,12,2,2154.78,4309.56,West
575,2024-01-08,42,11,4,1149.56,4598.24,East
576,2024-11-12,88,8,10,1125.89,11258.9,South
577,2024-07-02,25,9,5,1057.98,5289.9,East
578,2024-01-18,51,12,7,2154.78,15083.46,East
579,2024-03-20,29,9,6,1057.98,6347.88,South
580,2024-04-30,47,9,3,1057.98,3173.94,North
581,2024-04-03,97,12,7,2154.78,15083.46,East
582,2024-01-27,52,11,1,1149.56,1149.56,East
583,2024-11-05,29,5,10,996.71,9967.1,Central
584,2024-03-10,64,14,9,1021.0,9189.0,North
585,2024-10-15,86,9,2,1057.98,2115.96,South
586,2024-11-07,77,6,3,1900.29,5700.87,South
587,2024-12-27,28,15,8,2404.15,19233.2,North
588,2024-07-26,23,12,2,2154.78,4309.56,South
589,2024-11-12,23,11,7,1149.56,8046.92,East
590,2024-07-28,88,5,10,996.71,9967.1,North
591,2024-09-30,4,6,8,1900.29,15202.32,Central
592,2024-11-10,2,1,3,349.88,1049.64,West
593,2024-07-22,55,9,9,1057.98,9521.82,North
594,2024-04-21,7,10,8,2510.69,20085.52,North
595,2024-02-05,81,15,3,2404.15,7212.45,Central
596,2024-01-16,3,4,2,192.66,385.32,South
597,2024-09-16,84,3,4,2346.24,9384.96,West
598,2024-11-24,100,6,9,1900.29,17102.61,South
599,2024-07-24,62,13,10,357.54,3575.4,East
600,2024-11-26,8,8,7,1125.89,7881.23,West
601,2024-10-13,14,13,5,357.54,1787.7,Central
602,2024-10-16,17,13,1,357.54,357.54,Central
603,2024-10-06,47,15,4,2404.15,9616.6,East
604,2024-08-15,54,11,10,1149.56,11495.6,West
605,2024-08-23,96,10,7,2510.69,17574.83,East
606,2024-01-01,13,1,5,349.88,1749.4,South
607,2024-01-02,82,7,5,2617.54,13087.7,North
608,2024-06-08,14,3,7,2346.24,16423.68,North
609,2024-03-31,35,11,6,1149.56,6897.36,South
610,2024-11-10,88,12,5,2154.78,10773.9,West
611,2024-11-22,17,3,1,2346.24,2346.24,Central
612,2024-11-12,57,5,2,996.71,1993.42,South
613,2024-10-01,99,3,1,2346.24,2346.24,West
614,2024-03-05,94,13,9,357.54,3217.86,South
615,2024-04-16,97,14,6,1021.0,6126.0,North
616,2024-04-02,85,6,9,1900.29,17102.61,West
617,2024-12-24,32,4,9,192.66,1733.94,North
618,2024-03-02,38,2,5,1449.1,7245.5,East
619,2024-11-17,62,1,1,349.88,349.88,South
620,2024-02-06,14,3,7,2346.24,16423.68,West
621,2024-10-24,38,10,2,2510.69,5021.38,Central
622,2024-10-15,74,14,5,1021.0,5105.0,West
623,2024-11-01,88,15,1,2404.15,2404.15,South
624,2024-04-23,39,11,7,1149.56,8046.92,East
625,2024-09-03,11,12,6,2154.78,12928.68,South
626,2024-08-01,2,9,3,1057.98,3173.94,Central
627,2024-08-27,24,8,7,1125.89,7881.23,East
628,2024-06-25,55,14,4,1021.0,4084.0,Central
629,2024-07-26,89,8,7,1125.89,7881.23,West
630,2024-06-16,52,10,10,2510.69,25106.9,Central
631,2024-08-22,75,4,8,192.66,1541.28,North
632,2024-04-27,25,7,8,2617.54,20940.32,South
633,2024-06-09,39,12,10,2154.78,21547.8,East
634,2024-02-16,25,2,7,1449.1,10143.7,East
635,2024-10-27,19,6,6,1900.29,11401.74,East
636,2024-02-21,48,13,10,357.54,3575.4,North
637,2024-02-28,62,11,1,1149.56,1149.56,West
638,2024-02-03,37,6,9,1900.29,17102.61,South
639,2024-04-05,16,1,9,349.88,3148.92,West
640,2024-08-02,3,4,5,192.66,963.3,East
641,2024-08-14,4,15,9,2404.15,21637.35,East
642,2024-01-20,71,7,5,2617.54,13087.7,South
643,2024-11-04,86,12,7,2154.78,15083.46,South
644,2024-06-10,15,14,8,1021.0,8168.0,Central
645,2024-03-23,90,2,4,1449.1,5796.4,East
646,2024-04-15,34,5,5,996.71,4983.55,Central
647,2024-09-03,28,1,5,349.88,1749.4,Central
648,2024-09-01,12,1,7,349.88,2449.16,East
649,2024-06-07,95,13,5,357.54,1787.7,North
650,2024-02-12,39,3,5,2346.24,11731.2,West
651,2024-07-31,2,2,9,1449.1,13041.9,North
652,2024-03-30,35,12,5,2154.78,10773.9,South
653,2024-02-23,73,12,7,2154.78,15083.46,West
654,2024-11-18,22,12,6,2154.78,12928.68,North
655,2024-08-22,50,2,9,1449.1,13041.9,Central
656,2024-01-20,38,15,6,2404.15,14424.9,East
657,2024-04-09,46,14,7,1021.0,7147.0,East
658,2024-04-03,42,5,10,996.71,9967.1,Central
659,2024-09-28,81,2,7,1449.1,10143.7,South
660,2024-03-14,21,10,5,2510.69,12553.45,South
661,2024-12-27,67,9,4,1057.98,4231.92,East
662,2024-01-04,59,8,7,1125.89,7881.23,Central
663,2024-12-11,79,8,3,1125.89,3377.67,East
664,2024-04-15,27,4,4,192.66,770.64,North
665,2024-01-14,52,7,2,2617.54,5235.08,North
666,2024-06-28,63,6,7,1900.29,13302.03,North
667,2024-10-22,64,14,3,1021.0,3063.0,North
668,2024-03-31,58,1,4,349.88,1399.52,Central
669,2024-10-09,17,7,5,2617.54,13087.7,East
670,2024-09-14,97,7,7,2617.54,18322.78,North
671,2024-09-24,8,15,2,2404.15,4808.3,West
672,2024-03-04,12,14,8,1021.0,8168.0,East
673,2024-05-26,73,15,3,2404.15,7212.45,North
674,2024-06-20,51,6,9,1900.29,17102.61,West
675,2024-11-08,33,9,4,1057.98,4231.92,North
676,2024-10-04,77,9,1,1057.98,1057.98,Central
677,2024-01-13,36,8,4,1125.89,4503.56,North
678,2024-11-30,38,13,5,357.54,1787.7,South
679,2024-02-02,71,13,3,357.54,1072.62,West
680,2024-04-07,2,6,9,1900.29,17102.61,South
681,2024-10-16,36,15,7,2404.15,16829.05,South
682,2024-03-12,96,9,4,1057.98,4231.92,East
683,2024-04-12,43,2,9,1449.1,13041.9,West
684,2024-08-14,90,1,4,349.88,1399.52,West
685,2024-04-06,52,5,4,996.71,3986.84,South
686,2024-10-16,87,14,4,1021.0,4084.0,East
687,2024-07-01,45,3,5,2346.24,11731.2,Central
688,2024-09-17,84,13,5,357.54,1787.7,West
689,2024-01-04,54,2,10,1449.1,14491.0,West
690,2024-02-18,78,3,3,2346.24,7038.72,South
691,2024-11-30,85,13,5,357.54,1787.7,South
692,2024-11-16,89,2,10,1449.1,14491.0,South
693,2024-05-24,75,8,7,1125.89,7881.23,North
694,2024-09-08,36,12,2,2154.78,4309.56,Central
695,2024-10-19,69,4,2,192.66,385.32,South
696,2024-11-19,68,2,6,1449.1,8694.6,North
697,2024-02-04,33,11,4,1149.56,4598.24,North
698,2024-06-04,5,14,1,1021.0,1021.0,East
699,2024-09-30,17,7,1,2617.54,2617.54,East
700,2024-10-12,65,6,5,1900.29,9501.45,North
701,2024-01-13,78,15,8,2404.15,19233.2,North
702,2024-05-24,93,13,7,357.54,2502.78,South
703,2024-04-20,56,6,1,1900.29,1900.29,East
704,2024-11-01,75,10,9,2510.69,22596.21,North
705,2024-11-26,2,9,4,1057.98,4231.92,Central
706,2024-03-03,72,8,4,1125.89,4503.56,North
707,2024-03-08,80,2,8,1449.1,11592.8,North
708,2024-04-28,71,1,9,349.88,3148.92,South
709,2024-10-13,22,9,7,1057.98,7405.86,East
710,2024-09-26,61,3,9,2346.24,21116.16,Central
711,2024-01-18,31,5,2,996.71,1993.42,West
712,2024-12-04,82,6,2,1900.29,3800.58,Central
713,2024-06-19,73,3,7,2346.24,16423.68,Central
714,2024-01-05,30,15,9,2404.15,21637.35,North
715,2024-01-23,42,10,2,2510.69,5021.38,Central
716,2024-12-30,16,3,8,2346.24,18769.92,West
717,2024-04-13,48,3,6,2346.24,14077.44,West
718,2024-03-25,38,9,4,1057.98,4231.92,East
719,2024-08-16,23,3,1,2346.24,2346.24,East
720,2024-11-20,83,9,2,1057.98,2115.96,West
721,2024-09-04,83,5,10,996.71,9967.1,Central
722,2024-07-12,17,8,8,1125.89,9007.12,North
723,2024-05-08,75,13,3,357.54,1072.62,Central
724,2024-06-25,74,1,2,349.88,699.76,North
725,2024-04-22,36,10,10,2510.69,25106.9,Central
726,2024-03-02,83,6,10,1900.29,19002.9,North
727,2024-08-22,26,15,1,2404.15,2404.15,North
728,2024-05-05,12,4,10,192.66,1926.6,West
729,2024-10-29,52,12,6,2154.78,12928.68,South
730,2024-05-08,78,1,7,349.88,2449.16,South
731,2024-08-09,77,9,6,1057.98,6347.88,South
732,2024-03-05,74,7,5,2617.54,13087.7,South
733,2024-06-28,69,2,4,1449.1,5796.4,Central
734,2024-03-23,19,15,4,2404.15,9616.6,North
735,2024-02-24,55,2,1,1449.1,1449.1,South
736,2024-08-01,91,15,10,2404.15,24041.5,East
737,2024-07-14,40,13,6,357.54,2145.24,North
738,2024-09-04,82,6,6,1900.29,11401.74,Central
739,2024-04-06,40,4,6,192.66,1155.96,North
740,2024-06-14,20,4,8,192.66,1541.28,South
741,2024-05-14,42,1,1,349.88,349.88,East
742,2024-02-24,95,11,8,1149.56,9196.48,North
743,2024-12-20,42,9,3,1057.98,3173.94,East
744,2024-03-04,31,1,10,349.88,3498.8,South
745,2024-08-18,93,3,8,2346.24,18769.92,East
746,2024-05-07,48,11,10,1149.56,11495.6,Central
747,2024-07-12,6,15,2,2404.15,4808.3,Central
748,2024-03-15,27,15,2,2404.15,4808.3,North
749,2024-04-07,41,8,7,1125.89,7881.23,West
750,2024-05-20,30,14,6,1021.0,6126.0,South
751,2024-01-27,87,10,9,2510.69,22596.21,West
752,2024-07-16,73,4,9,192.66,1733.94,North
753,2024-12-01,45,14,8,1021.0,8168.0,South
754,2024-11-06,97,2,6,1449.1,8694.6,East
755,2024-10-16,16,7,10,2617.54,26175.4,Central
756,2024-04-27,34,3,4,2346.24,9384.96,East
757,2024-02-09,1,3,8,2346.24,18769.92,East
758,2024-11-02,49,7,6,2617.54,15705.24,West
759,2024-05-09,58,10,4,2510.69,10042.76,North
760,2024-01-08,53,14,1,1021.0,1021.0,East
761,2024-03-02,73,3,8,2346.24,18769.92,West
762,2024-07-28,66,12,4,2154.78,8619.12,South
763,2024-01-12,31,3,1,2346.24,2346.24,Central
764,2024-08-16,9,5,1,996.71,996.71,Central
765,2024-03-09,45,5,5,996.71,4983.55,West
766,2024-10-02,61,9,9,1057.98,9521.82,East
767,2024-08-30,85,5,4,996.71,3986.84,West
768,2024-09-23,91,5,6,996.71,5980.26,Central
769,2024-04-02,3,4,8,192.66,1541.28,North
770,2024-11-01,73,3,2,2346.24,4692.48,West
771,2024-02-17,10,12,3,2154.78,6464.34,West
772,2024-08-04,56,3,1,2346.24,2346.24,West
773,2024-08-14,82,11,3,1149.56,3448.68,North
774,2024-03-06,21,11,3,1149.56,3448.68,South
775,2024-11-26,69,10,4,2510.69,10042.76,South
776,2024-05-08,45,3,8,2346.24,18769.92,West
777,2024-02-03,71,7,5,2617.54,13087.7,North
778,2024-05-20,43,10,8,2510.69,20085.52,North
779,2024-06-09,26,2,6,1449.1,8694.6,East
780,2024-12-12,71,13,1,357.54,357.54,Central
781,2024-03-08,62,15,7,2404.15,16829.05,South
782,2024-04-16,88,14,2,1021.0,2042.0,South
783,2024-01-12,36,1,6,349.88,2099.28,North
784,2024-10-11,9,7,4,2617.54,10470.16,East
785,2024-02-13,12,11,3,1149.56,3448.68,East
786,2024-05-11,74,6,10,1900.29,19002.9,North
787,2024-11-08,67,14,2,1021.0,2042.0,South
788,2024-08-14,87,5,5,996.71,4983.55,East
789,2024-03-26,23,6,7,1900.29,13302.03,West
790,2024-09-26,88,12,4,2154.78,8619.12,Central
791,2024-06-03,92,11,8,1149.56,9196.48,Central
792,2024-03-09,99,7,1,2617.54,2617.54,Central
793,2024-12-27,91,1,3,349.88,1049.64,East
794,2024-04-10,99,15,1,2404.15,2404.15,South
795,2024-07-05,24,15,6,2404.15,14424.9,North
796,2024-05-20,33,6,3,1900.29,5700.87,East
797,2024-04-18,1,10,10,2510.69,25106.9,Central
798,2024-03-05,41,14,5,1021.0,5105.0,South
799,2024-10-27,35,5,10,996.71,9967.1,South
800,2024-04-18,51,13,4,357.54,1430.16,Central
801,2024-08-03,75,3,9,2346.24,21116.16,North
802,2024-03-27,27,13,8,357.54,2860.32,Central
803,2024-08-19,23,8,8,1125.89,9007.12,West
804,2024-10-19,90,1,10,349.88,3498.8,North
805,2024-12-30,73,3,6,2346.24,14077.44,East
806,2024-07-15,74,9,5,1057.98,5289.9,West
807,2024-10-21,30,2,9,1449.1,13041.9,South
808,2024-05-21,34,2,9,1449.1,13041.9,South
809,2024-08-07,13,5,5,996.71,4983.55,North
810,2024-07-19,62,2,8,1449.1,11592.8,Central
811,2024-08-25,81,15,10,2404.15,24041.5,East
812,2024-03-10,90,4,8,192.66,1541.28,West
813,2024-06-23,97,15,7,2404.15,16829.05,East
814,2024-07-06,63,15,3,2404.15,7212.45,West
815,2024-07-15,34,10,1,2510.69,2510.69,Central
816,2024-01-29,80,4,6,192.66,1155.96,South
817,2024-04-22,91,10,1,2510.69,2510.69,Central
818,2024-12-19,46,9,9,1057.98,9521.82,North
819,2024-07-10,50,10,9,2510.69,22596.21,East
820,2024-07-07,31,2,2,1449.1,2898.2,North
821,2024-04-04,56,8,6,1125.89,6755.34,East
822,2024-03-28,59,2,4,1449.1,5796.4,West
823,2024-09-08,64,15,8,2404.15,19233.2,South
824,2024-04-03,99,1,2,349.88,699.76,Central
825,2024-09-16,52,11,3,1149.56,3448.68,East
826,2024-06-23,36,9,1,1057.98,1057.98,South
827,2024-08-02,38,9,3,1057.98,3173.94,South
828,2024-11-13,59,7,1,2617.54,2617.54,South
829,2024-11-23,83,5,6,996.71,5980.26,Central
830,2024-04-30,31,2,9,1449.1,13041.9,Central
831,2024-07-28,40,3,9,2346.24,21116.16,Central
832,2024-02-16,35,6,5,1900.29,9501.45,South
833,2024-06-03,86,4,8,192.66,1541.28,South
834,2024-12-03,42,10,10,2510.69,25106.9,North
835,2024-02-25,16,2,5,1449.1,7245.5,East
836,2024-08-25,11,11,5,1149.56,5747.8,Central
837,2024-10-21,12,10,9,2510.69,22596.21,Central
838,2024-07-03,59,2,6,1449.1,8694.6,South
839,2024-02-12,62,11,4,1149.56,4598.24,Central
840,2024-07-29,15,2,2,1449.1,2898.2,West
841,2024-06-21,25,15,6,2404.15,14424.9,South
842,2024-05-29,59,11,5,1149.56,5747.8,North
843,2024-03-15,60,9,4,1057.98,4231.92,Central
844,2024-07-29,99,14,6,1021.0,6126.0,South
845,2024-08-24,22,11,4,1149.56,4598.24,Central
846,2024-04-21,6,8,7,1125.89,7881.23,Central
847,2024-10-27,14,11,9,1149.56,10346.04,Central
848,2024-09-01,9,10,7,2510.69,17574.83,East
849,2024-09-26,37,3,8,2346.24,18769.92,East
850,2024-12-03,60,14,10,1021.0,10210.0,South
851,2024-06-09,19,15,8,2404.15,19233.2,Central
852,2024-11-11,27,10,4,2510.69,10042.76,West
853,2024-04-06,61,9,10,1057.98,10579.8,North
854,2024-01-01,18,2,9,1449.1,13041.9,East
855,2024-07-19,23,3,7,2346.24,16423.68,Central
856,2024-02-22,32,2,10,1449.1,14491.0,Central
857,2024-02-19,74,9,9,1057.98,9521.82,West
858,2024-03-02,94,15,7,2404.15,16829.05,North
859,2024-12-07,38,13,8,357.54,2860.32,North
860,2024-12-04,82,1,3,349.88,1049.64,Central
861,2024-05-07,90,11,1,1149.56,1149.56,North
862,2024-02-09,9,3,8,2346.24,18769.92,East
863,2024-07-07,82,4,6,192.66,1155.96,Central
864,2024-03-21,65,13,7,357.54,2502.78,Central
865,2024-07-27,31,15,3,2404.15,7212.45,South
866,2024-12-23,20,15,4,2404.15,9616.6,South
867,2024-08-24,29,12,8,2154.78,17238.24,Central
868,2024-05-08,11,15,9,2404.15,21637.35,North
869,2024-03-18,14,4,5,192.66,963.3,West
870,2024-06-07,75,12,8,2154.78,17238.24,South
871,2024-12-27,40,13,8,357.54,2860.32,West
872,2024-07-12,44,11,7,1149.56,8046.92,North
873,2024-10-03,67,8,4,1125.89,4503.56,South
874,2024-07-14,35,5,1,996.71,996.71,North
875,2024-01-06,25,4,4,192.66,770.64,South
876,2024-09-14,47,3,5,2346.24,11731.2,South
877,2024-11-24,41,8,8,1125.89,9007.12,West
878,2024-05-11,34,3,9,2346.24,21116.16,East
879,2024-10-23,44,11,1,1149.56,1149.56,North
880,2024-07-30,15,2,5,1449.1,7245.5,West
881,2024-03-18,41,11,2,1149.56,2299.12,Central
882,2024-07-14,30,5,5,996.71,4983.55,East
883,2024-02-16,70,8,3,1125.89,3377.67,North
884,2024-03-02,74,9,4,1057.98,4231.92,West
885,2024-11-05,29,6,9,1900.29,17102.61,East
886,2024-05-11,24,5,3,996.71,2990.13,North
887,2024-04-20,20,12,4,2154.78,8619.12,South
888,2024-05-06,32,10,9,2510.69,22596.21,West
889,2024-05-10,56,1,9,349.88,3148.92,West
890,2024-02-01,44,8,4,1125.89,4503.56,West
891,2024-08-06,87,7,5,2617.54,13087.7,West
892,2024-01-03,58,11,4,1149.56,4598.24,East
893,2024-03-19,93,2,1,1449.1,1449.1,West
894,2024-09-24,58,1,8,349.88,2799.04,South
895,2024-12-05,75,14,5,1021.0,5105.0,West
896,2024-08-18,81,15,2,2404.15,4808.3,South
897,2024-05-03,26,14,9,1021.0,9189.0,South
898,2024-09-09,77,11,6,1149.56,6897.36,East
899,2024-05-06,79,3,9,2346.24,21116.16,Central
900,2024-04-14,89,10,3,2510.69,7532.07,South
901,2024-01-08,78,10,7,2510.69,17574.83,East
902,2024-09-26,78,2,2,1449.1,2898.2,North
903,2024-12-02,10,2,4,1449.1,5796.4,Central
904,2024-12-18,81,4,4,192.66,770.64,Central
905,2024-07-03,64,4,1,192.66,192.66,Central
906,2024-12-25,8,2,8,1449.1,11592.8,Central
907,2024-01-22,63,1,9,349.88,3148.92,Central
908,2024-11-17,25,4,5,192.66,963.3,North
909,2024-02-14,76,10,2,2510.69,5021.38,West
910,2024-07-23,74,3,10,2346.24,23462.4,Central
911,2024-10-21,4,3,8,2346.24,18769.92,East
912,2024-12-13,81,12,7,2154.78,15083.46,Central
913,2024-07-01,69,6,2,1900.29,3800.58,North
914,2024-04-04,84,5,3,996.71,2990.13,East
915,2024-03-09,30,12,3,2154.78,6464.34,West
916,2024-03-19,99,2,5,1449.1,7245.5,Central
917,2024-08-23,63,14,3,1021.0,3063.0,West
918,2024-07-14,72,12,4,2154.78,8619.12,West
919,2024-03-24,87,4,7,192.66,1348.62,South
920,2024-11-23,100,2,5,1449.1,7245.5,South
921,2024-04-13,85,15,2,2404.15,4808.3,South
922,2024-12-29,17,2,4,1449.1,5796.4,North
923,2024-10-05,34,2,6,1449.1,8694.6,Central
924,2024-11-27,32,13,4,357.54,1430.16,Central
925,2024-01-27,39,11,3,1149.56,3448.68,Central
926,2024-02-22,81,10,9,2510.69,22596.21,South
927,2024-11-11,69,14,9,1021.0,9189.0,West
928,2024-06-07,41,9,4,1057.98,4231.92,East
929,2024-06-24,61,7,4,2617.54,10470.16,North
930,2024-03-11,22,6,5,1900.29,9501.45,South
931,2024-01-25,52,6,4,1900.29,7601.16,East
932,2024-02-05,27,6,6,1900.29,11401.74,West
933,2024-06-12,62,9,1,1057.98,1057.98,Central
934,2024-07-10,75,13,8,357.54,2860.32,South
935,2024-12-26,6,6,1,1900.29,1900.29,North
936,2024-03-19,95,5,3,996.71,2990.13,Central
937,2024-08-02,91,14,4,1021.0,4084.0,Central
938,2024-04-26,42,5,4,996.71,3986.84,North
939,2024-03-22,69,2,1,1449.1,1449.1,North
940,2024-09-17,29,14,10,1021.0,10210.0,South
941,2024-04-09,79,14,9,1021.0,9189.0,South
942,2024-09-06,25,12,4,2154.78,8619.12,North
943,2024-05-22,77,4,6,192.66,1155.96,East
944,2024-05-08,46,14,4,1021.0,4084.0,West
945,2024-11-29,94,1,2,349.88,699.76,West
946,2024-03-09,31,5,7,996.71,6976.97,East
947,2024-10-02,7,14,4,1021.0,4084.0,South
948,2024-09-12,87,2,7,1449.1,10143.7,East
949,2024-04-20,1,3,2,2346.24,4692.48,South
950,2024-10-09,47,10,8,2510.69,20085.52,West
951,2024-03-04,27,7,10,2617.54,26175.4,West
952,2024-03-15,48,3,3,2346.24,7038.72,West
953,2024-07-29,54,8,6,1125.89,6755.34,East
954,2024-06-24,29,15,5,2404.15,12020.75,West
955,2024-06-19,77,8,1,1125.89,1125.89,West
956,2024-11-04,43,13,4,357.54,1430.16,Central
957,2024-02-29,46,2,9,1449.1,13041.9,North
958,2024-01-23,66,14,9,1021.0,9189.0,West
959,2024-10-11,33,6,8,1900.29,15202.32,North
960,2024-12-21,80,11,3,1149.56,3448.68,South
961,2024-02-22,29,9,3,1057.98,3173.94,West
962,2024-02-02,28,3,2,2346.24,4692.48,West
963,2024-09-25,82,5,6,996.71,5980.26,North
964,2024-04-20,56,5,8,996.71,7973.68,North
965,2024-05-12,29,4,6,192.66,1155.96,South
966,2024-04-20,79,2,1,1449.1,1449.1,West
967,2024-09-17,58,5,5,996.71,4983.55,East
968,2024-10-13,2,6,3,1900.29,5700.87,South
969,2024-04-04,15,8,1,1125.89,1125.89,West
970,2024-01-19,34,7,10,2617.54,26175.4,East
971,2024-05-01,74,4,3,192.66,577.98,North
972,2024-04-24,96,6,7,1900.29,13302.03,West
973,2024-06-23,42,7,2,2617.54,5235.08,East
974,2024-06-03,73,5,3,996.71,2990.13,Central
975,2024-11-11,40,10,7,2510.69,17574.83,South
976,2024-04-26,65,13,4,357.54,1430.16,East
977,2024-12-06,5,12,1,2154.78,2154.78,West
978,2024-08-22,98,2,10,1449.1,14491.0,East
979,2024-02-15,69,5,1,996.71,996.71,East
980,2024-03-05,62,1,8,349.88,2799.04,West
981,2024-09-20,50,7,3,2617.54,7852.62,Central
982,2024-08-12,76,15,5,2404.15,12020.75,North
983,2024-02-06,18,2,8,1449.1,11592.8,Central
984,2024-06-24,3,13,8,357.54,2860.32,North
985,2024-01-16,99,11,2,1149.56,2299.12,East
986,2024-11-02,14,5,7,996.71,6976.97,North
987,2024-05-27,77,12,6,2154.78,12928.68,Central
988,2024-03-01,84,8,9,1125.89,10133.01,North
989,2024-10-31,21,15,4,2404.15,9616.6,West
990,2024-03-15,54,7,7,2617.54,18322.78,South
991,2024-08-25,88,11,10,1149.56,11495.6,East
992,2024-04-14,94,9,3,1057.98,3173.94,Central
993,2024-05-05,87,4,4,192.66,770.64,North
994,2024-12-29,5,3,7,2346.24,16423.68,East
995,2024-01-05,15,13,2,357.54,715.08,East
996,2024-02-27,26,5,10,996.71,9967.1,North
997,2024-02-06,27,10,1,2510.69,2510.69,North
998,2024-01-05,89,5,7,996.71,6976.97,South
999,2024-10-31,23,3,2,2346.24,4692.48,East
1000,2024-07-03,30,13,9,357.54,3217.86,West
1001,2024-07-29,84,14,8,1021.0,8168.0,East
1002,2024-10-24,18,8,6,1125.89,6755.34,South
1003,2024-04-18,80,9,6,1057.98,6347.88,Central
1004,2024-03-24,92,5,9,996.71,8970.39,Central
1005,2024-11-10,92,8,2,1125.89,2251.78,West
1006,2024-10-11,32,1,10,349.88,3498.8,West
1007,2024-08-31,28,13,3,357.54,1072.62,Central
1008,2024-01-04,25,5,4,996.71,3986.84,North
1009,2024-07-03,1,13,10,357.54,3575.4,North
1010,2024-06-25,51,6,2,1900.29,3800.58,East
1011,2024-05-04,13,12,1,2154.78,2154.78,South
1012,2024-06-10,32,12,7,2154.78,15083.46,East
1013,2024-10-16,47,9,2,1057.98,2115.96,Central
1014,2024-06-20,3,2,3,1449.1,4347.3,North
1015,2024-12-19,29,12,4,2154.78,8619.12,East
1016,2024-12-01,12,1,1,349.88,349.88,East
1017,2024-10-30,79,15,2,2404.15,4808.3,Central
1018,2024-09-03,2,12,3,2154.78,6464.34,South
1019,2024-05-23,72,11,8,1149.56,9196.48,North
1020,2024-06-25,32,13,2,357.54,715.08,South
1021,2024-08-17,69,2,3,1449.1,4347.3,East
1022,2024-05-31,48,7,4,2617.54,10470.16,East
1023,2024-02-20,44,3,8,2346.24,18769.92,North
1024,2024-02-14,62,2,8,1449.1,11592.8,Central
1025,2024-09-28,53,2,5,1449.1,7245.5,Central
1026,2024-11-18,17,10,6,2510.69,15064.14,Central
1027,2024-11-19,50,3,2,2346.24,4692.48,Central
1028,2024-01-10,91,9,6,1057.98,6347.88,East
1029,2024-11-13,23,15,10,2404.15,24041.5,Central
1030,2024-08-14,85,1,9,349.88,3148.92,North
1031,2024-03-03,18,10,6,2510.69,15064.14,Central
1032,2024-06-24,24,15,9,2404.15,21637.35,South
1033,2024-08-02,46,3,5,2346.24,11731.2,North
1034,2024-04-14,58,6,10,1900.29,19002.9,South
